Datetime,Open,High,Low,Close,Adj Close,Volume
02/23/2024 00:00,51283.90625,51497.93359375,50561.77734375,50731.94921875,50731.94921875,21427078270
02/24/2024 00:00,50736.37109375,51684.1953125,50585.4453125,51571.1015625,51571.1015625,15174077879
02/25/2024 00:00,51565.21484375,51950.02734375,51306.171875,51733.23828125,51733.23828125,15413239245
02/26/2024 00:00,51730.5390625,54938.17578125,50931.03125,54522.40234375,54522.40234375,34074411896
02/27/2024 00:00,54519.36328125,57537.83984375,54484.19921875,57085.37109375,57085.37109375,49756832031
02/28/2024 00:00,57071.09765625,63913.1328125,56738.42578125,62504.7890625,62504.7890625,83239156760
02/29/2024 00:00,62499.18359375,63585.64453125,60498.73046875,61198.3828125,61198.3828125,65496611844
