Datetime,Open,High,Low,Close,Adj Close,Volume
02/23/2024 00:00,51283.90625,51430.76171875,51235.83984375,51427.8671875,51427.8671875,0
02/23/2024 01:00,51430.49609375,51497.93359375,51293.52734375,51311.1171875,51311.1171875,0
02/23/2024 02:00,51302.140625,51389.53125,51063.67578125,51063.67578125,51063.67578125,0
02/23/2024 03:00,51069.06640625,51095.08203125,50982.84765625,51062.12890625,51062.12890625,131149824
02/23/2024 04:00,51076.34765625,51291.86328125,50982.3125,51195.56640625,51195.56640625,156203008
02/23/2024 05:00,51204.1875,51222.8828125,51113.765625,51222.8828125,51222.8828125,0
02/23/2024 06:00,51223.66796875,51290.90234375,51203.28515625,51287.10546875,51287.10546875,0
02/23/2024 07:00,51284.27734375,51284.27734375,50889.1015625,50900.875,50900.875,0
02/23/2024 08:00,50901.3125,51125.515625,50856.66015625,50931.484375,50931.484375,0
02/23/2024 09:00,50944.87109375,51033.80859375,50867.07421875,50975.1953125,50975.1953125,0
02/23/2024 10:00,50993.67578125,51167.3828125,50967.15234375,51156.91015625,51156.91015625,0
02/23/2024 11:00,51165.97265625,51230.33984375,51146.4609375,51205.09765625,51205.09765625,0
02/23/2024 12:00,51207.51171875,51207.51171875,50925.9375,50981.86328125,50981.86328125,0
02/23/2024 13:00,50977.26171875,51069.3984375,50910.34765625,51048.6328125,51048.6328125,0
02/23/2024 14:00,51042.296875,51256.84375,50821.671875,51091.66796875,51091.66796875,556300288
02/23/2024 15:00,51103.69921875,51103.69921875,50866.57421875,50909.08984375,50909.08984375,586524672
02/23/2024 16:00,50908.03515625,51088.93359375,50631.265625,51019.31640625,51019.31640625,651808768
02/23/2024 17:00,51039.5703125,51148.9375,50990.80859375,51133.71484375,51133.71484375,0
02/23/2024 18:00,51134.40625,51160.6484375,51002.24609375,51092.1640625,51092.1640625,0
02/23/2024 19:00,51093.9921875,51182.4609375,51036.7109375,51068.0546875,51068.0546875,0
02/23/2024 20:00,51080.80078125,51156.55859375,50971.8671875,51079.02734375,51079.02734375,0
02/23/2024 21:00,51080.48828125,51086.37890625,50983.5625,50983.5625,50983.5625,0
02/23/2024 22:00,50984.734375,51018.52734375,50744.56640625,50775.41015625,50775.41015625,0
02/23/2024 23:00,50782.78515625,50890.0625,50561.77734375,50723.74609375,50723.74609375,128350208
02/24/2024 00:00,50736.37109375,50896.78515625,50693.4140625,50864.0234375,50864.0234375,104079360
02/24/2024 01:00,50880.8203125,50880.8203125,50602.140625,50602.140625,50602.140625,0
02/24/2024 02:00,50588.65625,50777.6640625,50585.4453125,50777.6640625,50777.6640625,0
02/24/2024 03:00,50784.1875,50839.28515625,50710.4453125,50837.9609375,50837.9609375,0
02/24/2024 04:00,50836.83203125,50973.1484375,50827.88671875,50942.66015625,50942.66015625,0
02/24/2024 05:00,50944.18359375,51039.9296875,50919.4609375,51039.91796875,51039.91796875,0
02/24/2024 06:00,51034.8828125,51036.94140625,50936.19140625,50955.234375,50955.234375,0
02/24/2024 07:00,50951.74609375,51076.11328125,50928.0078125,51056.15234375,51056.15234375,0
02/24/2024 08:00,51055.06640625,51083.73828125,50950.98828125,50963.3515625,50963.3515625,0
02/24/2024 09:00,50976.8046875,51091.421875,50973.43359375,51084.4609375,51084.4609375,0
02/24/2024 10:00,51081.68359375,51154.30859375,51070.015625,51080.63671875,51080.63671875,0
02/24/2024 11:00,51077.5546875,51121.84375,51033.68359375,51105.078125,51105.078125,45541376
02/24/2024 12:00,51107.5078125,51116.65625,51039.234375,51064.796875,51064.796875,0
02/24/2024 13:00,51070.26953125,51158.12890625,51059.31640625,51142.3359375,51142.3359375,0
02/24/2024 14:00,51135.5078125,51148.07421875,51076.7421875,51123.515625,51123.515625,0
