Datetime,Open,High,Low,Close,Adj Close,Volume
02/23/2024 00:00,51283.90625,51304.8515625,51259.625,51299.41015625,51299.41015625,0
02/23/2024 00:05,51264.2109375,51310.2890625,51235.83984375,51310.2890625,51310.2890625,0
02/23/2024 00:10,51313.93359375,51323.5390625,51292.60546875,51294.53515625,51294.53515625,0
02/23/2024 00:15,51285.65234375,51286.0390625,51269.0078125,51286.0390625,51286.0390625,0
02/23/2024 00:20,51282.5078125,51336.58984375,51282.5078125,51329.80078125,51329.80078125,0
02/23/2024 00:25,51339.734375,51341.6796875,51329.55859375,51341.6796875,51341.6796875,0
02/23/2024 00:30,51344.17578125,51370.23828125,51344.17578125,51359.44140625,51359.44140625,0
02/23/2024 00:35,51369.765625,51369.765625,51351.83203125,51362.578125,51362.578125,0
02/23/2024 00:40,51374.37109375,51382.3203125,51374.37109375,51382.3203125,51382.3203125,0
02/23/2024 00:45,51387.6875,51408.22265625,51385.95703125,51408.22265625,51408.22265625,0
02/23/2024 00:50,51419.3828125,51430.76171875,51405.90625,51430.76171875,51430.76171875,7165952
02/23/2024 00:55,51424.97265625,51430.58203125,51424.1015625,51427.8671875,51427.8671875,6141952
02/23/2024 01:00,51430.49609375,51432.5078125,51421.41015625,51432.5078125,51432.5078125,0
02/23/2024 01:05,51436.15234375,51436.15234375,51415.375,51418.6171875,51418.6171875,0
02/23/2024 01:10,51417.3984375,51421.5234375,51415.9140625,51416.7578125,51416.7578125,0
02/23/2024 01:15,51410.05078125,51410.05078125,51382.9921875,51382.9921875,51382.9921875,0
02/23/2024 01:20,51393.1796875,51393.8671875,51385.1171875,51392.9609375,51392.9609375,0
02/23/2024 01:25,51369.25,51392.01171875,51369.25,51392.01171875,51392.01171875,0
02/23/2024 01:30,51451.390625,51458.55078125,51428.6015625,51428.6015625,51428.6015625,0
02/23/2024 01:35,51436.86328125,51497.93359375,51436.86328125,51497.93359375,51497.93359375,0
02/23/2024 01:40,51473.14453125,51473.14453125,51446.2734375,51446.2734375,51446.2734375,0
02/23/2024 01:45,51443.765625,51443.765625,51385.57421875,51385.57421875,51385.57421875,0
02/23/2024 01:50,51378.05078125,51378.05078125,51326.86328125,51326.86328125,51326.86328125,0
02/23/2024 01:55,51341.3671875,51350.765625,51293.52734375,51311.1171875,51311.1171875,0
02/23/2024 02:00,51302.140625,51351.40625,51294.6171875,51348.7890625,51348.7890625,0
02/23/2024 02:05,51345.33984375,51389.53125,51345.33984375,51383.36328125,51383.36328125,0
02/23/2024 02:10,51370.0546875,51370.0546875,51357.88671875,51370.0234375,51370.0234375,0
02/23/2024 02:15,51362.98828125,51362.98828125,51302.66015625,51302.66015625,51302.66015625,0
02/23/2024 02:20,51302.09765625,51319.9375,51302.09765625,51302.61328125,51302.61328125,0
02/23/2024 02:25,51319.92578125,51319.92578125,51306.3125,51312.390625,51312.390625,0
02/23/2024 02:30,51270.3828125,51289.92578125,51270.3828125,51289.92578125,51289.92578125,0
02/23/2024 02:35,51293.58203125,51316.11328125,51293.58203125,51311.171875,51311.171875,0
02/23/2024 02:40,51317.140625,51364.609375,51317.140625,51364.609375,51364.609375,0
02/23/2024 02:45,51383.2109375,51389.21875,51378.66015625,51388.5,51388.5,0
02/23/2024 02:50,51386.0,51386.0,51186.21484375,51186.21484375,51186.21484375,11943936
02/23/2024 02:55,51148.94140625,51148.94140625,51063.67578125,51063.67578125,51063.67578125,119484416
02/23/2024 03:00,51069.06640625,51075.80078125,51056.53515625,51061.9765625,51061.9765625,60575744
02/23/2024 03:05,51065.359375,51065.359375,50985.015625,51050.27734375,51050.27734375,114886656
02/23/2024 03:10,50994.890625,51017.97265625,50994.6484375,50997.70703125,50997.70703125,0
02/23/2024 03:15,51002.765625,51028.76171875,50982.84765625,51028.76171875,51028.76171875,121583616
02/23/2024 03:20,51063.796875,51063.796875,51029.859375,51041.45703125,51041.45703125,17575936
02/23/2024 03:25,51050.5625,51050.5625,51014.70703125,51014.70703125,51014.70703125,41504768
02/23/2024 03:30,51027.42578125,51064.6328125,51027.42578125,51048.34765625,51048.34765625,15878144
02/23/2024 03:35,51045.2109375,51045.2109375,51017.109375,51017.109375,51017.109375,11659264
02/23/2024 03:40,50997.453125,51095.08203125,50997.453125,51095.08203125,51095.08203125,26200064
02/23/2024 03:45,51078.6640625,51078.6640625,51043.62109375,51043.62109375,51043.62109375,18401280
02/23/2024 03:50,51054.9453125,51065.58984375,51048.8671875,51056.75,51056.75,0
02/23/2024 03:55,51046.76953125,51062.12890625,51034.7734375,51062.12890625,51062.12890625,241664
02/23/2024 04:00,51076.34765625,51076.34765625,51055.65625,51063.75390625,51063.75390625,0
02/23/2024 04:05,51046.30859375,51046.30859375,51024.97265625,51024.97265625,51024.97265625,8261632
02/23/2024 04:10,50982.3125,51035.703125,50982.3125,51035.703125,51035.703125,31604736
02/23/2024 04:15,51063.3828125,51126.640625,51031.890625,51126.640625,51126.640625,48642048
02/23/2024 04:20,51156.6328125,51181.9765625,51139.3984375,51172.97265625,51172.97265625,50128896
02/23/2024 04:25,51185.265625,51204.0859375,51175.58203125,51204.0859375,51204.0859375,43309056
02/23/2024 04:30,51212.2109375,51291.86328125,51212.2109375,51251.6875,51251.6875,54456320
02/23/2024 04:35,51248.30078125,51248.30078125,51225.65234375,51230.03515625,51230.03515625,10178560
02/23/2024 04:40,51224.0390625,51224.0390625,51182.95703125,51206.05859375,51206.05859375,1468416
02/23/2024 04:45,51210.06640625,51229.671875,51210.06640625,51225.43359375,51225.43359375,17551360
02/23/2024 04:50,51229.29296875,51231.25,51212.7109375,51221.5859375,51221.5859375,0
02/23/2024 04:55,51215.28125,51216.0625,51195.56640625,51195.56640625,51195.56640625,0
02/23/2024 05:00,51204.1875,51204.1875,51157.74609375,51164.17578125,51164.17578125,0
02/23/2024 05:05,51174.9375,51174.9375,51155.18359375,51155.18359375,51155.18359375,0
02/23/2024 05:10,51153.765625,51173.0,51150.2890625,51173.0,51173.0,0
02/23/2024 05:15,51172.921875,51178.484375,51159.140625,51159.140625,51159.140625,5447680
02/23/2024 05:20,51174.93359375,51209.12109375,51174.93359375,51204.78515625,51204.78515625,0
02/23/2024 05:25,51209.671875,51209.671875,51179.8828125,51186.86328125,51186.86328125,0
